time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
5.477790,0.719053494321,-0.196349540849,-0.817228264746,1.36600989161,1.89293229225,-0.887407885792,-0.511199097563,31.5789470673,-0.959504982822,-0.0694126306518,-0.0222427214243,1.57424778357,-0.0375825293032,0.0958737992428,0.0161067982728,0.0
5.477973,0.719053494321,-0.196349540849,-0.817228264746,1.36600989161,1.89293229225,-0.887407885792,-0.511199097563,31.5789470673,-0.959504982822,-0.0694126306518,-0.0222427214243,1.57424778357,-0.0375825293032,0.0958737992428,0.0161067982728,0.0
5.488065,0.712534075973,-0.196349540849,-0.817228264746,1.36294193004,1.89293229225,-0.885873905004,-0.510815602366,31.5789470673,-0.959121487625,-0.0697961258488,-0.0230097118183,1.57348079317,-0.0368155389092,0.0962572944398,0.0157233030758,0.0
5.498098,0.706781648018,-0.195966045652,-0.816844769549,1.35949047326,1.89293229225,-0.882805943428,-0.511199097563,31.5789470673,-0.959504982822,-0.0697961258488,-0.0226262166213,1.57348079317,-0.0360485485153,0.0954903040459,0.0164902934698,0.0
5.508065,0.70026222967,-0.195199055258,-0.816077779155,1.35642251169,1.89369928264,-0.880121477049,-0.511966087957,31.5789470673,-0.958737992428,-0.0694126306518,-0.0230097118183,1.57386428837,-0.0375825293032,0.0954903040459,0.0168737886667,0.0
5.518052,0.694893296912,-0.195966045652,-0.815694283958,1.35373804531,1.89293229225,-0.87743701067,-0.511199097563,31.5789470673,-0.959504982822,-0.0694126306518,-0.0226262166213,1.57463127876,-0.0368155389092,0.0970242848338,0.0164902934698,0.0
5.528062,0.687990383367,-0.195966045652,-0.816844769549,1.34990309334,1.89331578745,-0.873985553898,-0.51158259276,31.5789470673,-0.959888478019,-0.0697961258488,-0.0222427214243,1.57424778357,-0.0360485485153,0.0962572944398,0.0164902934698,0.0
5.538071,0.682237955412,-0.195966045652,-0.817228264746,1.34683513176,1.89331578745,-0.871684582716,-0.511199097563,31.5789470673,-0.959504982822,-0.0694126306518,-0.0222427214243,1.57424778357,-0.0383495196971,0.0962572944398,0.0168737886667,0.0
5.548052,0.67610203226,-0.195199055258,-0.816461274352,1.34491765578,1.89293229225,-0.868233125943,-0.510815602366,31.5789470673,-0.958737992428,-0.0690291354548,-0.0222427214243,1.57424778357,-0.0371990341062,0.0966407896368,0.0168737886667,0.0
5.558097,0.670349604306,-0.195199055258,-0.816077779155,1.3422331894,1.89216530186,-0.864398173973,-0.510815602366,31.5789470673,-0.959504982822,-0.0701796210458,-0.0218592262274,1.57424778357,-0.0375825293032,0.0958737992428,0.0164902934698,0.0
5.568071,0.664213681154,-0.194048569668,-0.817228264746,1.33878173263,1.89216530186,-0.860946717201,-0.51158259276,31.5789470673,-0.958737992428,-0.0690291354548,-0.0226262166213,1.57424778357,-0.0371990341062,0.0970242848338,0.0164902934698,0.0
5.578071,0.658077758003,-0.194432064864,-0.817228264746,1.33648076145,1.89216530186,-0.857878755625,-0.510815602366,31.5789470673,-0.958737992428,-0.0694126306518,-0.0226262166213,1.57463127876,-0.0379660245002,0.0962572944398,0.0161067982728,0.0
5.588085,0.653092320442,-0.194432064864,-0.816844769549,1.33264580948,1.89178180666,-0.854810794049,-0.511966087957,31.5789470673,-0.959504982822,-0.0694126306518,-0.0222427214243,1.57463127876,-0.0368155389092,0.0962572944398,0.0157233030758,0.0
5.598061,0.646956397291,-0.193665074471,-0.817228264746,1.33072833349,1.89254879705,-0.850592346882,-0.510815602366,31.5789470673,-0.958737992428,-0.0694126306518,-0.0226262166213,1.57386428837,-0.0379660245002,0.0962572944398,0.0164902934698,0.0
5.608076,0.640820474139,-0.194048569668,-0.817228264746,1.3295778479,1.89216530186,-0.847907880504,-0.51158259276,31.5789470673,-0.957587506837,-0.0690291354548,-0.0230097118183,1.57424778357,-0.0371990341062,0.0970242848338,0.0164902934698,0.0
5.618071,0.635451541382,-0.193281579274,-0.816077779155,1.32574289593,1.89178180666,-0.844839918928,-0.51158259276,31.5789470673,-0.957971002034,-0.0690291354548,-0.0230097118183,1.57424778357,-0.0368155389092,0.0970242848338,0.0164902934698,0.0
5.628072,0.629699113427,-0.192898084077,-0.816844769549,1.32344192475,1.89216530186,-0.841388462155,-0.51158259276,31.5789470673,-0.959121487625,-0.0705631162427,-0.0230097118183,1.57386428837,-0.0375825293032,0.0954903040459,0.0164902934698,0.0
5.638074,0.624330180669,-0.19251458888,-0.81799525514,1.32114095357,1.89254879705,-0.837170014988,-0.51158259276,31.5789470673,-0.957587506837,-0.0697961258488,-0.0230097118183,1.57501477396,-0.0375825293032,0.0962572944398,0.0168737886667,0.0
5.648066,0.618577752715,-0.19251458888,-0.817228264746,1.31922347758,1.89178180666,-0.833718558216,-0.511966087957,31.5789470673,-0.959504982822,-0.0690291354548,-0.0226262166213,1.57386428837,-0.0364320437123,0.0966407896368,0.0161067982728,0.0
5.658070,0.613592315154,-0.192131093683,-0.817228264746,1.3169225064,1.89254879705,-0.829500111049,-0.511966087957,31.5789470673,-0.959888478019,-0.0697961258488,-0.0222427214243,1.57463127876,-0.0375825293032,0.0958737992428,0.0164902934698,0.0
5.668069,0.607072896806,-0.191364103289,-0.817228264746,1.31577202081,1.89178180666,-0.825281663882,-0.511199097563,31.5789470673,-0.957971002034,-0.0697961258488,-0.0230097118183,1.57424778357,-0.0375825293032,0.0966407896368,0.0168737886667,0.0
5.678104,0.601320468851,-0.191364103289,-0.816461274352,1.31308755443,1.89216530186,-0.821063216716,-0.510815602366,31.5789470673,-0.959504982822,-0.0694126306518,-0.0222427214243,1.57386428837,-0.0371990341062,0.0966407896368,0.0164902934698,0.0
5.688069,0.596718526487,-0.190597112895,-0.816077779155,1.31040308805,1.89216530186,-0.816461274352,-0.511199097563,31.5789470673,-0.959121487625,-0.0694126306518,-0.0222427214243,1.57386428837,-0.0371990341062,0.0958737992428,0.0164902934698,0.0
5.698063,0.59134959373,-0.190213617698,-0.817228264746,1.30886910726,1.89178180666,-0.812242827185,-0.51158259276,31.5789470673,-0.959504982822,-0.0694126306518,-0.0222427214243,1.57424778357,-0.0375825293032,0.0970242848338,0.0164902934698,0.0
