time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
5.473225,0.752417576458,-0.216674786289,-0.851742832473,1.43005358951,1.89484976824,-0.790383600958,-0.501228222442,31.5789470673,-0.959121487625,-0.0701796210458,-0.0226262166213,1.57463127876,-0.0360485485153,0.0958737992428,0.0164902934698,0.0
5.473426,0.752417576458,-0.216674786289,-0.851742832473,1.43005358951,1.89484976824,-0.790383600958,-0.501228222442,31.5789470673,-0.959121487625,-0.0701796210458,-0.0226262166213,1.57463127876,-0.0360485485153,0.0958737992428,0.0164902934698,0.0
5.483522,0.745131167715,-0.217058281486,-0.850208851685,1.42660213273,1.89446627304,-0.787699134579,-0.500844727245,31.5789470673,-0.959121487625,-0.0701796210458,-0.0226262166213,1.57386428837,-0.0360485485153,0.0966407896368,0.0164902934698,0.0
5.493525,0.738611749367,-0.216674786289,-0.850975842079,1.42238368557,1.89523326343,-0.783097192216,-0.500461232048,31.5789470673,-0.959121487625,-0.0701796210458,-0.0226262166213,1.57424778357,-0.0375825293032,0.0962572944398,0.0168737886667,0.0
5.503516,0.732092331018,-0.217058281486,-0.850592346882,1.42008271438,1.89523326343,-0.78002923064,-0.501611717639,31.5789470673,-0.957971002034,-0.0697961258488,-0.0214757310304,1.57424778357,-0.0364320437123,0.0966407896368,0.0172572838637,0.0
5.513525,0.725189417473,-0.21782527188,-0.850208851685,1.41663125761,1.89561675863,-0.77619427867,-0.501611717639,31.5789470673,-0.959504982822,-0.0701796210458,-0.0230097118183,1.57463127876,-0.0375825293032,0.0966407896368,0.0164902934698,0.0
5.523516,0.718669999124,-0.217441776683,-0.85212632767,1.41317980084,1.89561675863,-0.7723593267,-0.501995212836,31.5789470673,-0.959121487625,-0.0701796210458,-0.0230097118183,1.57386428837,-0.0356650533183,0.0958737992428,0.0168737886667,0.0
5.533507,0.712534075973,-0.218208767077,-0.850592346882,1.41011183926,1.89561675863,-0.769291365125,-0.501611717639,31.5789470673,-0.959504982822,-0.0701796210458,-0.0226262166213,1.57348079317,-0.0375825293032,0.0970242848338,0.0164902934698,0.0
5.543500,0.706014657624,-0.218208767077,-0.851359337276,1.4058933921,1.89523326343,-0.764689422761,-0.501611717639,31.5789470673,-0.958354497231,-0.0701796210458,-0.0230097118183,1.57424778357,-0.0375825293032,0.0958737992428,0.0172572838637,0.0
5.553508,0.698728248882,-0.218592262274,-0.850592346882,1.4051264017,1.89484976824,-0.761237965988,-0.501228222442,31.5789470673,-0.959504982822,-0.0701796210458,-0.0218592262274,1.57424778357,-0.0375825293032,0.0958737992428,0.0164902934698,0.0
5.563506,0.693742811321,-0.219359252668,-0.850592346882,1.40167494493,1.89561675863,-0.757786509215,-0.501995212836,31.5789470673,-0.958737992428,-0.0694126306518,-0.0226262166213,1.57463127876,-0.0360485485153,0.0966407896368,0.0168737886667,0.0
5.573500,0.68760688817,-0.219742747865,-0.850592346882,1.39937397375,1.89561675863,-0.755102042837,-0.501611717639,31.5789470673,-0.95720401164,-0.0697961258488,-0.0230097118183,1.57424778357,-0.0368155389092,0.0954903040459,0.0161067982728,0.0
5.583507,0.681470965018,-0.219359252668,-0.851359337276,1.39707300257,1.89561675863,-0.750500100473,-0.500844727245,31.5789470673,-0.959888478019,-0.0701796210458,-0.0218592262274,1.57348079317,-0.0375825293032,0.0966407896368,0.0164902934698,0.0
5.593500,0.674568051473,-0.219742747865,-0.850975842079,1.39438853619,1.89600025383,-0.746281653306,-0.501611717639,31.5789470673,-0.959121487625,-0.0705631162427,-0.0230097118183,1.57424778357,-0.0371990341062,0.0966407896368,0.0153398078789,0.0
5.603504,0.669582613912,-0.219742747865,-0.850208851685,1.3924710602,1.89561675863,-0.742446701337,-0.501995212836,31.5789470673,-0.958737992428,-0.0697961258488,-0.0226262166213,1.57424778357,-0.0368155389092,0.0954903040459,0.0161067982728,0.0
5.613510,0.66229620517,-0.220509738259,-0.850208851685,1.39017008902,1.89523326343,-0.738995244564,-0.501995212836,31.5789470673,-0.959888478019,-0.0705631162427,-0.0226262166213,1.57424778357,-0.0371990341062,0.0966407896368,0.0161067982728,0.0
5.623506,0.656160282018,-0.221660223849,-0.850975842079,1.38710212745,1.89523326343,-0.734776797397,-0.501611717639,31.5789470673,-0.959888478019,-0.0709466114397,-0.0233932070153,1.57463127876,-0.0364320437123,0.0970242848338,0.0168737886667,0.0
5.633531,0.650024358866,-0.221276728652,-0.849825356489,1.38441766107,1.89523326343,-0.730174855033,-0.501228222442,31.5789470673,-0.959504982822,-0.0697961258488,-0.0230097118183,1.57463127876,-0.0360485485153,0.0958737992428,0.0161067982728,0.0
5.643521,0.645038921306,-0.221276728652,-0.849825356489,1.38211668988,1.89484976824,-0.726723398261,-0.501995212836,31.5789470673,-0.959888478019,-0.0701796210458,-0.0226262166213,1.57386428837,-0.0379660245002,0.0962572944398,0.0161067982728,0.0
5.653542,0.638902998154,-0.222043719046,-0.850975842079,1.3805827091,1.89561675863,-0.722888446291,-0.501995212836,31.5789470673,-0.958737992428,-0.0701796210458,-0.0233932070153,1.57386428837,-0.0375825293032,0.0966407896368,0.0161067982728,0.0
5.663514,0.633917560594,-0.222043719046,-0.850208851685,1.37789824272,1.89523326343,-0.719053494321,-0.501611717639,31.5789470673,-0.958737992428,-0.0701796210458,-0.0226262166213,1.57424778357,-0.0368155389092,0.0962572944398,0.0161067982728,0.0
5.673520,0.628548627836,-0.222427214243,-0.849825356489,1.37598076673,1.89523326343,-0.714835047155,-0.501228222442,31.5789470673,-0.959504982822,-0.0697961258488,-0.0237767022122,1.57463127876,-0.0383495196971,0.0954903040459,0.0161067982728,0.0
5.683514,0.624330180669,-0.221660223849,-0.850208851685,1.37329630035,1.89446627304,-0.711000095185,-0.501611717639,31.5789470673,-0.960271973216,-0.0694126306518,-0.0226262166213,1.57463127876,-0.0379660245002,0.0954903040459,0.0153398078789,0.0
5.693527,0.618961247912,-0.222043719046,-0.849441861292,1.37176231957,1.89484976824,-0.707165143215,-0.501995212836,31.5789470673,-0.959504982822,-0.0701796210458,-0.0230097118183,1.57386428837,-0.0360485485153,0.0962572944398,0.0164902934698,0.0
5.703524,0.613592315154,-0.221660223849,-0.850208851685,1.36869435799,1.89446627304,-0.704864172033,-0.501995212836,31.5789470673,-0.958737992428,-0.0690291354548,-0.0226262166213,1.57386428837,-0.0368155389092,0.0966407896368,0.0161067982728,0.0
5.713513,0.6078398872,-0.220893233455,-0.851359337276,1.3679273676,1.89446627304,-0.701412715261,-0.501611717639,31.5789470673,-0.959121487625,-0.0694126306518,-0.0230097118183,1.57386428837,-0.0375825293032,0.0962572944398,0.0164902934698,0.0
5.723517,0.602470954442,-0.220509738259,-0.850975842079,1.36639338681,1.89408277784,-0.698728248882,-0.501611717639,31.5789470673,-0.959121487625,-0.0694126306518,-0.0222427214243,1.57386428837,-0.0383495196971,0.0962572944398,0.0164902934698,0.0
5.733501,0.597869012078,-0.220126243062,-0.850208851685,1.36524290122,1.89446627304,-0.696043782503,-0.501995212836,31.5789470673,-0.959121487625,-0.0697961258488,-0.0230097118183,1.57501477396,-0.0379660245002,0.0958737992428,0.0164902934698,0.0
5.743516,0.593650564912,-0.220126243062,-0.850592346882,1.36294193004,1.89369928264,-0.693742811321,-0.501611717639,31.5789470673,-0.959504982822,-0.0705631162427,-0.0222427214243,1.57463127876,-0.0371990341062,0.0966407896368,0.0168737886667,0.0
5.753528,0.588665127351,-0.219359252668,-0.849825356489,1.36064095885,1.89369928264,-0.691441840139,-0.501228222442,31.5789470673,-0.959504982822,-0.0697961258488,-0.0222427214243,1.57463127876,-0.0387330148941,0.0962572944398,0.0153398078789,0.0
5.763520,0.584830175381,-0.219359252668,-0.851359337276,1.35872348287,1.89331578745,-0.690291354548,-0.501611717639,31.5789470673,-0.959121487625,-0.0694126306518,-0.0222427214243,1.57424778357,-0.0375825293032,0.0966407896368,0.0172572838637,0.0
5.773497,0.580228233018,-0.218592262274,-0.850208851685,1.35757299728,1.89293229225,-0.689524364154,-0.501995212836,31.5789470673,-0.959121487625,-0.0697961258488,-0.0226262166213,1.57309729798,-0.0371990341062,0.0970242848338,0.0157233030758,0.0
5.783507,0.574092309866,-0.217441776683,-0.850208851685,1.3552720261,1.89293229225,-0.688373878564,-0.501228222442,31.5789470673,-0.958737992428,-0.0694126306518,-0.0226262166213,1.57463127876,-0.0360485485153,0.0966407896368,0.0164902934698,0.0
5.793501,0.569873862699,-0.217441776683,-0.850208851685,1.35373804531,1.89178180666,-0.688373878564,-0.501995212836,31.5789470673,-0.959504982822,-0.0701796210458,-0.0226262166213,1.57463127876,-0.0375825293032,0.0958737992428,0.0164902934698,0.0
5.803493,0.564888425139,-0.215907795895,-0.850208851685,1.35258755972,1.89178180666,-0.687990383367,-0.501611717639,31.5789470673,-0.959121487625,-0.0694126306518,-0.0230097118183,1.57463127876,-0.0379660245002,0.0966407896368,0.0164902934698,0.0
5.813514,0.561820463563,-0.214757310304,-0.850592346882,1.35028658854,1.89139831146,-0.686839897776,-0.501611717639,31.5789470673,-0.959888478019,-0.0701796210458,-0.0226262166213,1.57463127876,-0.0371990341062,0.0962572944398,0.0172572838637,0.0
5.823505,0.557602016396,-0.213606824713,-0.850592346882,1.34990309334,1.89139831146,-0.687223392973,-0.501228222442,31.5789470673,-0.959121487625,-0.0701796210458,-0.0230097118183,1.57463127876,-0.0368155389092,0.0962572944398,0.0164902934698,0.0
5.833500,0.553000074033,-0.212839834319,-0.850208851685,1.34760212216,1.89139831146,-0.68760688817,-0.500844727245,31.5789470673,-0.959504982822,-0.0694126306518,-0.0230097118183,1.57424778357,-0.0371990341062,0.0966407896368,0.0168737886667,0.0
5.843495,0.547631141275,-0.210922358334,-0.850592346882,1.34568464617,1.89101481627,-0.688373878564,-0.500077736851,31.5789470673,-0.959121487625,-0.0697961258488,-0.0222427214243,1.57424778357,-0.0379660245002,0.0958737992428,0.0168737886667,0.0
5.853508,0.543029198911,-0.208621387152,-0.852893318064,1.34453416058,1.89216530186,-0.688373878564,-0.499310746457,31.5789470673,-0.958737992428,-0.0697961258488,-0.0226262166213,1.57386428837,-0.0379660245002,0.0958737992428,0.0172572838637,0.0
5.863508,0.539194246942,-0.206703911168,-0.852509822867,1.34300017979,1.89216530186,-0.689140868958,-0.498543756063,31.5789470673,-0.959504982822,-0.0694126306518,-0.0230097118183,1.57463127876,-0.0371990341062,0.0962572944398,0.0164902934698,0.0
5.873512,0.533825314184,-0.204402939986,-0.851359337276,1.34069920861,1.89178180666,-0.690291354548,-0.497776765669,31.5789470673,-0.959504982822,-0.0697961258488,-0.0222427214243,1.57386428837,-0.0371990341062,0.0962572944398,0.0164902934698,0.0
5.883497,0.530757352608,-0.202101968804,-0.85212632767,1.33916522782,1.89101481627,-0.690291354548,-0.497393270472,31.5789470673,-0.959504982822,-0.0697961258488,-0.0226262166213,1.57463127876,-0.0383495196971,0.0966407896368,0.0168737886667,0.0
5.893494,0.525771915048,-0.200567988016,-0.853276813261,1.33648076145,1.89101481627,-0.690674849745,-0.497776765669,31.5789470673,-0.959888478019,-0.0697961258488,-0.0222427214243,1.57309729798,-0.0371990341062,0.0958737992428,0.0164902934698,0.0
